"","ResponseId","involve","org","org_type","tasks","location","concernShort","concernLong","top_sector","collabActivities","barriers","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_other","forumProgress_art","forumProgress_baycan","forumProgress_crc","forumProgress_da","forumProgress_sfep","forumProgress_ccccl","forumProgress_ccse","forumProgress_sccc","forumProgress_rpp","forumProgress_sr","forumProgress_sjrcc","forumProgress_sbrr","forumProgress_yccac","forumProgress_ycrrc","forumProgress_ryc","forumProgress_other","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"235","R_6wtqZdJYoh5ZzAr","A part of my work, with routine involvement","california department of fish and wildlife","State government","Project or program management",NA,"Very concerned","Very concerned","Ecosystem health; Biodiversity; Water supply reliability","Implementing projects jointly with other organizations; Engaging in joint planning with other organizations","Adaptation is not my organization’s main focus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","R_6y7pIOFGydv3ps1","A part of my work, with occasional involvement","american river conservancy","Regional government","Executive management 
(i.e. top management); Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership",NA,"Very concerned","Very concerned","Ecosystem health; Agricultural industry; Biodiversity","Implementing projects jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations","Limited capacity to acquire funding; Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,"United States Fish And Wildlife Service; United States Bureau Of Land Management","California Department Of Fish And Wildlife","Sacramento Valley Conservancy","Shingle Springs Band Of Miwok Indians; Cosumnes Culture And Waterways; The Nature Conservancy; Environmental Council Of Sacramento; The Conservation Fund; University Of California Davis; Individual Landowners",NA
"237","R_706v6oEra6YZpgK","A part of my work, with routine involvement","central delta water agency","Water Infrastructure Special District (e.g. irrigation district)","Policy advising/analysis",NA,"Somewhat concerned","Somewhat concerned","Ecosystem health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Sharing personnel with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of political leadership; Competing visions for adaptation pathways; Limited capacity to acquire funding","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","R_70GU7E26Ep7dgzd","A part of my work, with routine involvement","metropolitan water district of southern california","Water Infrastructure Special District (e.g. irrigation district)","Technical advising/analysis",NA,"Somewhat concerned","Moderately concerned","Property values; Agricultural industry; Flood management","Sharing information with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Lack of effective collaboration among interested parties; Lack of political leadership",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","R_70YALHJ9HNW3eTL","A major aspect of my work for 1-5 years","sacramento valley conservancy","Regional government","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication; Community leadership","Region 1; Region 3; Region 4","Moderately concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","Signing a formal agreement with another organization; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited authority; Limited capacity to acquire funding; Insufficient financial resources","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree",NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Land Management; United States Army Corps Of Engineers",NA,"Sacramento Area Flood Control Agency; South Sacramento Conservation Agency","Wilton Rancheria; Sacramento County: Regional Parks; Cosumnes Coalition; Sierra Club: Mother Lode Chapter","Delta Conservancy"
"240","R_70qTwFBSsrcslNH","A major aspect of my work for more than 5 years","zuco2 llc","Trade/Business/Industry Group","Executive management 
(i.e. top management); Policy advising/analysis; Government relations","Region 1; Region 2; Region 3; Region 4",NA,"Very concerned","Ecosystem health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Lack of political leadership; Insufficient financial resources","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Environmental Protection Agency; United States Department Of Energy","State Water Resources Control Board; California Natural Resources Agency; California Department Of Fish And Wildlife; California Department Of Water Resources; State Lands Commission; Delta Protection Commission","Delta Conservancy; North Delta Water Agency; Central Delta Water Agency; South Delta Water Agency; Delta Reclamation Districts; Metropolitan Water District Of Southern California; Stockton Port District","University Of California Agriculture And Natural Resources: Cooperative Extension; Several, In Conjunction With Restore The Delta; California Air Resources Board: Regional; San Joaquin County: Department Of Public Works; San Joaquin County: Planning Department; Restore The Delta; Edge Collaborative; Little Manila Rising; Environmental Defense Fund; Natural Resources Defense Council; Too Many To Name; Lawrence Livermore National Laboratory; University Of The Pacific; Lawrence Berkeley National Laboratory; Too Many To Name","Delta Stewardship Council"
"241","R_72Dxt8PymRbTJbH","A part of my work, with routine involvement","south delta water agency","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Scientific research; Government relations; Advocacy; Outreach or communication",NA,"Moderately concerned","Moderately concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Engaging in joint planning with other organizations","Lack of agreement about the future extent of climate impacts","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,"Somewhat agree",NA,NA,"Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Fish And Wildlife Service; National Oceanic And Atmospheric Association; Natural Resources Conservation Service","California Department Of Water Resources; California Department Of Fish And Wildlife; California Natural Resources Agency; Central Valley Flood Protection Board","San Joaquin County; City Of Tracy; San Joaquin County Resource Conservation District; San Joaquin Area Flood Control Agency","Delta Counties Coalition; Valley Water Collabrative; Groundwater Sustainability Agencies; American Rivers; Restore The Delta; University Of California Davis",NA
"242","R_72hGCQKoqzGsyO2","A part of my work, with routine involvement","central delta water agency","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Moderately concerned","Moderately concerned","Ecosystem health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Joining or supporting litigation or other judicial processes","Lack of political leadership",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","R_72ii4dVzPtWp7tK","A part of my work, with occasional involvement","yolo county climate action commission","Local government (cities, counties)","Executive management 
(i.e. top management); Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Outreach or communication","Yolo","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Biodiversity","Sharing information with other organizations","Limited capacity for community engagement; Unequal capacity of partners to participate in collaborative planning","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,"Yolo Subbasin Groundwater Agency; Yolo-Solano Air Quality Management District; City Of West Sacramento; City Of Woodland; City Of Winters","Yocha Dehe Wintun Nation; Capital Region Climate Readiness Collaborative","Sacramento Area Council of Governments (SACOG)"
"244","R_73mpe3PpBcXCRUk","A major aspect of my work for more than 5 years","discovery bay community foundation","No-profit organization/Non-governmental organization/Community-based organization","Scientific research; Advocacy; Outreach or communication; Community leadership",NA,"Very concerned","Somewhat concerned","Property values; Public health; Recreational access","Carrying out research projects jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations","Limited authority; Lack of effective collaboration among interested parties; Limited capacity to acquire funding",NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reclamation District #800","California Department Of Parks And Recreation: Division Of Boating And Waterways; Water Boards; Water Boards; Contra Costa County: Supervisor's Office; Discovery Bay Community Foundation; University Of Southern California; David Caran; State Water Resources Control Board: Central Valley Region",NA
"245","R_77klXWXU8PcjPgt","A major aspect of my work for less than a year","unknown_211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","R_781YYdKqXmpiyxb","A part of my work, with occasional involvement","sacramento county climate emergency mobilization task force","Local government (cities, counties)","Policy advising/analysis; Technical advising/analysis; Outreach or communication; Community leadership","Sacramento","Very concerned","Very concerned","Public health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Sharing information with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of public support for climate adaptation; Competing visions for adaptation pathways; Insufficient financial resources","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento County","Sacramento County: Sustainability Office",NA
"247","R_790utqmjGUDCwhA","A part of my work, with occasional involvement","sacramento metropolitan air quality management district","Service Special District","Planning and design","Region 1","Somewhat concerned","Very concerned","Environmental justice 
communities; Public health; Biodiversity","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Sharing personnel with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Insufficient financial resources; Insufficient technical expertise; Unequal capacity of partners to participate in collaborative planning",NA,NA,"Yes",NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Agree",NA,NA,NA,NA,NA,"Agree",NA,NA,NA,"Agree",NA,NA,NA,"United States Environmental Protection Agency","Arizona State University","Multiple Cities In Sacramento County; Sacramento Metropolitan Air Quality Management District","State Of California; Capital Region Climate Readiness Collaborative; Civicwell; Civic Thread","UC Davis; UCLA"
"248","R_79G0ylNIyZgQmRz","A major aspect of my work for less than a year","solano county","Local government (cities, counties)","Policy advising/analysis; Technical advising/analysis; Project or program management","Solano","Moderately concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Competing visions for adaptation pathways; Unequal capacity of partners to participate in collaborative planning","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No",NA,"Agree","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,"California Department Of Water Resources; Bay Conservation And Development Commission; Central Valley Flood Protection Board; Delta Protection Commission; Bay Conservation And Development Commission","Delta Conservancy; Solano County Water Agency; Fairfield-Suisun Sewer District; Solano Irrigation District; Various Reclamation Districts In Solano And Yolo County","Cities In Solano County; Various Resource Conservation Districts In Solano County; University Of California Davis",NA
"249","R_7B8L7TABRaZIyIZ","A part of my work, with occasional involvement","pacific gas and electric","Service Provider","Technical advising/analysis; Policy advising/analysis; Technical advising/analysis","Region 1; Region 2; Region 3; Region 4","Very concerned","Very concerned","Energy infrastructure; Flood management","Other",NA,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"Strongly Agree",NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","R_7COsR53JMdrWht0","A part of my work, with routine involvement","metropolitan water district of southern california","Water Infrastructure Special District (e.g. irrigation district)","Project or program management",NA,"Somewhat concerned","Moderately concerned","Ecosystem health; Agricultural industry; Water supply reliability","Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited authority; Permitting obstacles; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","R_7CuXFLJ28GItqA0","A major aspect of my work for 1-5 years","sacramento county climate crisis management task force","Local government (cities, counties)","Planning and design; Advocacy","Sacramento","Very concerned","Very concerned","Environmental justice 
communities; Public health; Water supply reliability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","R_7E9GLX799Hei1MZ","A part of my work, with occasional involvement","california governor's office of emergency services","State government","Community leadership; Technical advising/analysis; Government relations; Project or program management; Advocacy; Outreach or communication",NA,"Somewhat concerned","Moderately concerned","Ecosystem health; Economic growth; Water supply reliability","Implementing projects jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations","Limited capacity to acquire funding; Limited capacity to acquire funding","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federal Emergency Management Agency; United States Army Corps Of Engineers","Governor's Office Of Planning And Research; Strategic Growth Council; Governor's Office Of Business And Economic Development",NA,"Housing And Urban Development; Housing And Community Development; Mostly Counties (Plumas, Mariposa, Humboldt, Siskiyou, Butte, Merced); Economic Development; Schools (Child And Higher Education); University Of California Merced",NA
"253","R_7ElKwqVZRLZktU7","A part of my work, with occasional involvement","city of tracy","Local government (cities, counties)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Advocacy; Community leadership; Service provision","San Joaquin","Moderately concerned","Moderately concerned","Public health; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of agreement about the future extent of climate impacts; Limited authority; Limited capacity to acquire funding","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No",NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,"Disagree","Disagree",NA,NA,NA,NA,NA,NA,"California Department Of Water Resources","San Joaquin County","State Water Resources Control Board: Division Of Drinking Water; San Joaquin Association Of Flood Control Agencies",NA
"254","R_7ExQjgs1zGBYBGZ","A part of my work, with routine involvement","san luis and delta-mendota water authority","Multi-jurisdictional regulatory/planning entity","Policy advising/analysis; Technical advising/analysis; Scientific research; Government relations; Project or program management; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Somewhat concerned","Very concerned","Ecosystem health; Agricultural industry; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Engaging in joint planning with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of agreement about the future extent of climate impacts; Competing visions for adaptation pathways; Lack of adequate scientific information","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Fish And Wildlife Service; National Marine Fisheries Service; United States Army Corps Of Engineers; National Resources Defense Council","California Department Of Water Resources; California Department Of Fish And Wildlife; State Water Resources Control Board; State Water Contractors",NA,"Yurok Tribe; Winnemem Wintu Tribe; Water Authorities; University Of California Merced; University Of California Davis",NA
"255","R_7FbPAkf7cHyYvkk","A major aspect of my work for 1-5 years","gei consultants","Education/Consulting/Research","Technical advising/analysis; Planning and design; Scientific research; Outreach or communication","Region 1; Region 3; Region 4","Very concerned","Very concerned","Ecosystem health; Biodiversity; Water supply reliability","Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations","Limited authority; Permitting obstacles; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","R_7FtlAGxHyPg5nEd","A part of my work, with routine involvement","sacramento county supervisor","Local government (cities, counties)","Executive management 
(i.e. top management); Policy advising/analysis; Government relations; Advocacy; Community leadership","Region 1","Somewhat concerned","Moderately concerned","Ecosystem health; Agricultural industry; Flood management","Sharing information with other organizations; Joining or supporting litigation or other judicial processes","Limited authority; Lack of effective collaboration among interested parties; Competing visions for adaptation pathways","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,"United States Army Corps Of Engineers; United States Bureau Of Reclamation","Delta Protection Commission","Delta Conservancy; Sacramento County; Reclamation District #800; Reclamation District #563","Congressional Representatives; Wilton Rancheria; Delta Counties Coalition; Restore The Delta; Delta Chamber Of Commerce",NA
"257","R_7I2JPbdvXrvaYcV","A major aspect of my work for more than 5 years","ducks unlimited","Environmental Group",NA,"Region 1; Region 2; Region 3; Region 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","R_7Jz7nJ2jFyEmLJo","A part of my work, with routine involvement","california department of parks and recreation","State government","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Scientific research; Government relations; Project or program management","Region 1; Region 2; Region 3; Region 4","Very concerned","Unsure","Transportation infrastructure; Agricultural industry; Flood management","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Permitting obstacles; Lack of political leadership; Insufficient financial resources","Yes",NA,NA,"Yes",NA,NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,"Agree",NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Army Corps Of Engineers; National Marine Fisheries Service","California Department Of Fish And Wildlife; California Department Of Food And Agriculture; Delta Stewardship Council; Delta Protection Commission; California Department Of Water Resources; California Department Of Fish And Wildlife","Delta Conservancy; Reclamation District #2058; Reclamation District #800; Reclamation District #1601​; Sacramento-Yolo Mosquito And Vector Control District; San Joaquin County Mosquito And Vector Control District","Sacramento County: Agricultural Commissioner; San Joaquin County: Agricultural Commissioner; Stanislaus County: Agricultural Commissioner; Yolo County: Agricultural Commissioner; Solano County: Agricultural Commissioner; Discovery Bay Community Foundation; Delta Coves Maintenance Corporation; University Of California Merced; University Of California Davis; California State University Monterey Bay",NA
"259","R_7KqKPsefP0xW6lX","A major aspect of my work for 1-5 years","delta stewardship council","State government","Policy advising/analysis; Technical advising/analysis; Government relations; Project or program management; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Very concerned","Very concerned","Environmental justice 
communities; Flood management; Water supply reliability","Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of effective collaboration among interested parties; Competing visions for adaptation pathways; Insufficient financial resources","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources; California Department Of Food And Agriculture; State Water Resources Control Board","Delta Conservancy; San Joaquin Council Of Governments; City Of Antioch; City Of Pittsburg; Contra Costa County; North Delta Water Agency; Central Delta Water Agency; South Delta Water Agency; Delta Reclamation Districts; Several Reclamation Districts","Restore The Delta; Little Manila Rising; California Indian Environmental Alliance; Sacramento Regional Coalition To End Homelessness; University Of California Davis; River Delta Consulting",NA
"260","R_7LUoyJLTpE6nTHX","A part of my work, with occasional involvement","unknown_291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","R_7Lc2AwLPRSW3UAQ","A part of my work, with occasional involvement","west sacramento fire department","Fire Special District","Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication; Community leadership",NA,"Moderately concerned","Moderately concerned","Public health; Flood management; Water supply reliability","Engaging in joint planning with other organizations; Sharing personnel with other organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reclamation District #900","Yolo County: Office Of Emergency Services; Washington Unified School District",NA
"262","R_7NkOywlgD5BzC8K","A part of my work, with occasional involvement","city of oakley","Local government (cities, counties)","Project or program management; Policy advising/analysis; Planning and design; Project or program management",NA,NA,NA,NA,"Implementing projects jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Engaging in joint planning with other organizations","Limited capacity to acquire funding; Insufficient financial resources; Insufficient financial resources",NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","R_7QDgDpuT0zCGW8r","A part of my work, with occasional involvement","city of lodi","Local government (cities, counties)","Policy advising/analysis; Advocacy; Outreach or communication",NA,"Very concerned","Very concerned","Ecosystem health; Flood management; Water supply reliability","Sharing information with other organizations","Competing visions for adaptation pathways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"League Of Women Voters: California; League Of Women Voters: San Joaquin County; San Joaquin County Resource Conservation District: Lower Mokelumne River Watershed Stewardship Steering Committee",NA
"264","R_7QFs4pZx9tD4a7n","A part of my work, with occasional involvement","university of arizona","Education/Consulting/Research","Policy advising/analysis; Technical advising/analysis; Planning and design; Scientific research; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership; Service provision",NA,"Very concerned","Very concerned","Ecosystem health; Shoreline developments; Biodiversity","; Nothing","Permitting obstacles; Lack of effective collaboration among interested parties; Lack of political leadership","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Department Of The Interior; National Oceanic And Atmospheric Association; United States Department Of Agriculture","Arizona Department Of Water Resources; Arizona Department Of Environmental Quality","Pima Association Of Governments; City Of Tucson; Pima County","Tohono O'odham Nation; Navajo Nation; San Carlos Apache Tribe; Colorado River Indian Tribes; Pasqua Yaqui Tribe; Tucson Audubon; The Nature Conservancy; Resources Legacy Fund; Water Utiltiies; Mining Companies; Electric Utilities; Many","N/A"
"265","R_7TZD3t2ogPa0WjP","A part of my work, with occasional involvement","bay area regional collaborative","Multi-stakeholder group","Executive management 
(i.e. top management)","Region 2; Region 3","Very concerned","Very concerned","Environmental justice 
communities; Flood management; Water supply reliability","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Lack of political leadership; Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No",NA,"Agree","Somewhat agree",NA,NA,"Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Army Corps Of Engineers; United States Environmental Protection Agency; Federal Emergency Management Agency; National Oceanic And Atmospheric Administration","Governor's Office Of Planning And Research; Bay Conservation And Development Commission; State Water Resources Control Board; California Air Resources Board","California State Coastal Conservancy; Metropolitan Transportation Commission; Association Of Bay Area Governments; Bay Area Air Quality Management District; City Of San Francisco; Santa Clara County; Marin County; Alameda County; Contra Costa County; Santa Clara Valley Water District; Oneshoreline; East Bay Regional Parks District; Port Of Oakland","Caltrans: District 4; Bay Area Rapid Transit; Save The Bay; Greenbelt Alliance; West Oakland Environmental Indicators Project; Watershed Project; Canal Alliance; Bay Planning Coalition; Aecom; Arup; Cmg Architecture; University Of California Berkeley; University Of California Davis; University Of California Santa Cruz; University Of California Los Angeles; Stanford University",NA
