"","ResponseId","involve","org_representation","org","org_type","title","tasks","affiliations","location","informShort","informLong","concernShort","concernLong","agree","science","info","impact","top_sector","policy","collabActivities","barriers","resources","forum_1","forum_2","forum_3","forum_4","forum_5","forumGoals_5","forumProgress_5","forumProcess_1","forumProcess_2","forumProcess_3","forumProcess_4","forumProcess_5","forumBarriers_1","forumBarriers_2","forumBarriers_3","forumBarriers_4","forumBarriers_5","forumFairness_1","forumFairness_2","forumFairness_3","forumFairness_4","forumFairness_5","forumImpact_1","forumImpact_2","forumImpact_3","forumImpact_4","forumImpact_5","collaboratorState","missing_collaborators"
"713","R_116KNhOmmU0XVxZ","A part of my work, with routine involvement","Yes, I am involved on behalf of several organizations","ca state water resources control board","State government","Vice Chair","Executive management (i.e. top management)","California Regional Water Quality Control Board, San Francisco Bay Region","Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo","Well-informed","Well-informed","Concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Other (please explain in the text box): Policy development associated with sea level rise infrastructure improvements that provides protection of low income residents from displacement","Flood risk maps,Sea level rise projections,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies","They are starting to be felt right now","Disadvantaged communities,Availability of housing,Wastewater and storm water infrastructure","Create a regional Sea Level Rise adaptation plan,Develop faster/more efficient permitting processes that incorporate considerations of sea level rise,Empowering an existing regional agency to address sea level rise in the Bay Area","Engaging in joint planning with other organizations,Streamlining permitting applications jointly with other organizations,Sharing personnel with other organizations","Insufficient financial resources,Lack of an overarching plan to address sea level rise in the Bay Area,Other (please explain): Lack of incentives to implement projects that address sea level rise in the longer term","Neither too much nor too little","Resilient By Design","State Route 37 Environmental Working Group","Coastal Hazard Assessment Resiliency Group (CHARG)","City of Sausalito General Plan Update",NA,"Strongly agree","Strongly agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,"Participants do not trust each other","The process is controlled by a few dominant stakeholders","The initiative lacks authority to produce binding decisions","The available funding is not sufficient",NA,"9","7","7","7",NA,"10","9","7","7",NA,NA,NA
"714","R_1QflzwzdXe11mED","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","R_1QixCWRvfYgVTqQ","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","","No-profit organization/Non-governmental organization","conservation scientist","Scientific research,Outreach/Communication","Climate Central","Colma - San Bruno,San Mateo,Belmont - Redwood,Santa Clara Valley,Stevens","Somewhat informed","Somewhat informed","Concerned","Concerned","Not very high level of agreement concerning the risks","Scientists' participation in policy meetings,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Sea level rise projections,Vulnerability assessments","They are starting to be felt right now","Ecosystem health,Disadvantaged communities,Coastal erosion","Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Empowering an existing regional agency to address sea level rise in the Bay Area","Outreach activities regarding new sea level rise-related projects jointly with other organizations","Other (please explain): it has not been the focus of my work recently","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","R_20Y79TulTTVLqmn","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","exploratorium","Education/Consulting/Research","Senior Artist","Project management",NA,"Napa - Sonoma,Golden Gate,Mission - Islais","Well-informed","Well-informed","Very concerned","Very concerned","Not very high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Sea level rise projections,Shoreline change data,Habitat studies,Type of shoreline protection,Climate and weather information","They have been felt for a while already","Ecosystem health,Public health,Disadvantaged communities","Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Publishing reports or other publicly available documents jointly with other organizations","Lack of leadership within my organization","Far too little","Resilience by Design",NA,NA,NA,NA,"Somewhat agree","Somewhat agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,"There are no barriers",NA,NA,NA,NA,"7",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA
"717","R_3Don6IGmmmDZVyS","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","town of corte madera","Local government","Director, Planning and Building","Policy analysis,Planning,Project management,Outreach/Communication","City of New York","Corte Madera","Somewhat informed","Somewhat informed","Somewhat concerned","Very concerned","Not very high level of agreement concerning the risks","Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Stakeholder agreement on the interpretation of scientific information,Training policy-makers in the basic science concerning sea level rise","Flood risk maps,Vulnerability assessments","In the next few decades","Transportation infrastructure,Property values,Wastewater and storm water infrastructure","Create a regional Sea Level Rise adaptation plan,Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Preparing grant/funding proposals jointly with other organizations","Insufficient human resources to analyze relevant information,Insufficient financial resources,Don't know","Neither too much nor too little","Marin County Assessment","Adapting to Rising Tides","Caltrans Adaptation Planning Grant Program",NA,NA,"Don't know","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","R_3MApadoL7gKJDeV","A part of my work, with occasional involvement","Yes, I am involved on behalf of several organizations","sonoma county transportation authority","Local government","Community Affairs Specialist","Project management,Outreach/Communication","Center for Climate Protection","Napa - Sonoma,Petaluma","Well-informed","Well-informed","Somewhat concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders","Sea level rise projections,Vulnerability assessments,Climate and weather information","They are starting to be felt right now","Transportation infrastructure,Ecosystem health,Coastal erosion","Create a regional Sea Level Rise adaptation plan,Complete vulnerability assessments for all 9 counties,Lobby at the state or federal level for funding to help respond to sea level rise in California","Engaging in joint planning with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations","Insufficient financial resources,Lack of experience collaborating with other organizations in the Bay Area,Lack of an overarching plan to address sea level rise in the Bay Area","Too little","State Route 37 Policy Committee","Resilient by Design","Climate Adaptation Forum","Sonoma County Climate Action 2020",NA,"Agree","Agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,"The time demands are too high","The available funding is not sufficient","Don't know","The initiative lacks authority to produce binding decisions",NA,"7","5","6","7",NA,"7","6","4","5",NA,"California Department of Transportation (Caltrans)",NA
"719","R_Wd3sQGO02Az274J","A major aspect of my work for more than 5 years","Yes, I am involved on behalf of one organization","idle no more sf bay","Community-based organization","Volunteer (Cofounder)","Prefer not to say",NA,"Point Richmond,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Carquinez North","Somewhat informed","Somewhat informed","Very concerned","Very concerned","Not very high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Other (please explain in the text box): use all available data to educate the public on sea level rise, especially along industrial sites","Flood risk maps,Sea level rise projections,Vulnerability assessments,Climate and weather information","In the next few years","Ecosystem health,Disadvantaged communities: toxins from coastal industry harming marine life","Complete vulnerability assessments for all 9 counties,Other (please explain),Other (please explain), Go directly to at-risk communities to educate them on sea level rise, Look to Seattle's excellent plan and model a similar plan in the Bay","Nothing","Lack of an overarching plan to address sea level rise in the Bay Area,Lack of relationships with community-based organizations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","R_3q7hU4Cwhq1F66x","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","R_3MfFxNSH8UF195a","A part of my work, with occasional involvement","Yes, I am involved on behalf of several organizations","north bay organizing project","Community-based organization","Co-Executive Director","Executive management (i.e. top management),Policy analysis,Planning,Project management,Advocacy,Outreach/Communication,Other (please explain in the text box): Community organizing.",NA,"Napa - Sonoma,Petaluma","Somewhat informed","Somewhat informed","Very concerned","Very concerned","Low level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders,Increase availability of data regarding sea level rise vulnerability,Other (please explain in the text box): Solution focused campaigns.","Demographic data,Climate and weather information,Other (please explain in the text box): We are working on developing a campaign for a Rights of Nature Initiative.
","They have been felt for a while already","Disadvantaged communities,Availability of housing,Water supply infrastructure","Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area,Empowering an existing regional agency to address sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Carrying out advocacy activities jointly with other organizations","Lack of political leadership of elected officials,Lack of public support for policies addressing sea level rise,Lack of relationships with community-based organizations","Neither too much nor too little","Rights of Nature Campaign","Rain water catchment system",NA,NA,NA,"Strongly agree","Somewhat agree","For most decisions, one stakeholder's gain involves another stakeholder's loss.","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,"The available funding is not sufficient",NA,NA,NA,NA,"8","10",NA,NA,NA,"10","10",NA,NA,NA,NA,NA
"722","R_2S2kfQKp2GQRaGQ","A part of my work, with routine involvement","Yes, I am involved on behalf of several organizations","opticos design inc.","Education/Consulting/Research","Principal ","Executive management (i.e. top management),Project management",NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Carquinez North,Napa - Sonoma,Petaluma,Novato,Belmont - Redwood,San Lorenzo","Well-informed","Somewhat informed","Concerned","Concerned","Fairly high level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Training policy-makers in the basic science concerning sea level rise","Flood risk maps,Sea level rise projections","They are starting to be felt right now","Transportation infrastructure,Disadvantaged communities,Wastewater and storm water infrastructure","Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Empowering an existing regional agency to address sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Nothing","Lack of experience collaborating with other organizations in the Bay Area,Lack of relationships with community-based organizations","Too little","BCDC Design Review Board",NA,NA,NA,NA,"Agree","Strongly agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,NA,NA,"Participants do not share common views",NA,NA,NA,NA,"9",NA,NA,NA,NA,"9",NA,NA,NA,NA,"BCDC","ABAG/MTC"
"723","R_cAv8SaJzSvPf91D","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization",NA,"Community-based organization","Program Administrator","Outreach/Communication",NA,"Point Richmond,Novato,San Rafael,Golden Gate,Richardson","Well-informed","Somewhat informed","Very concerned","Very concerned","Fairly high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Scientists' participation in policy meetings,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders,Training policy-makers in the basic science concerning sea level rise","Sea level rise projections,Demographic data,Vulnerability assessments,Habitat studies,Endangered species studies","By 2100","Coastal erosion,Disadvantaged communities,Availability of housing","Lobby at the state or federal level for funding to help respond to sea level rise in California,Focus attention on the impact of sea level rise on disadvantaged communities in the Bay Area,Supporting local jurisdictions to respond to sea level rise threats as they see fit","Sharing information with other organizations,Implementing projects jointly with other organizations,Carrying out research projects jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Carrying out advocacy activities jointly with other organizations","Insufficient financial resources,Lack of political leadership of elected officials,Lack of relationships with community-based organizations","Too much","Shore Up Marin",NA,NA,NA,NA,"Strongly agree","Agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,NA,NA,"The available funding is not sufficient",NA,NA,NA,NA,"10",NA,NA,NA,NA,"10",NA,NA,NA,NA,"Calfornia State Coastal Conservancy",NA
"724","R_2wgnggH44J2kksh","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","R_29mOWbRg8awpBrJ","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","city of san leandro","Local government","Engineering & Transportation Director","Executive management (i.e. top management)",NA,"San Leandro,San Lorenzo","Somewhat informed","Not informed","Concerned","Concerned","Not very high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Sea level rise projections,Vulnerability assessments,Type of shoreline protection,Climate and weather information","In the next few decades","Wastewater and storm water infrastructure,Property values,Transportation infrastructure","Create a regional Sea Level Rise adaptation plan,Complete vulnerability assessments for all 9 counties,Empowering an existing regional agency to address sea level rise in the Bay Area","Nothing","Insufficient human resources to analyze relevant information,Uncertainty about the future extent of sea level rise,Lack of an overarching plan to address sea level rise in the Bay Area","Far too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","R_2wgxIXCysq3mX8n","A part of my work, with occasional involvement","Yes, I am involved on behalf of several organizations","sausalito planning commission","Local government","Planning Commissioner","Policy analysis,Planning,Advocacy,Outreach/Communication","Marin Conservation League","Richardson","Very well-informed","Well-informed","Very concerned",NA,"High level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Coastal geology map,Sea level rise projections,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Water supply or water quality studies","They have been felt for a while already","Ecosystem health,Disadvantaged communities,Transportation infrastructure","Complete vulnerability assessments for all 9 counties,Create a single information platform concerning the status of projects related to sea level rise in the Bay Area, cost projections and scenarios,Create, in the short term, a ""visioning process"" where stakeholders collaboratively identify the principles, goals and actions for addressing sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Carrying out advocacy activities jointly with other organizations","Uncertainty about the future extent of sea level rise,Lack of public support for policies addressing sea level rise,Lack of relationships with community-based organizations","Far too little","Marin County Assessment (volunteer facilitator) Resilient by Design (participant) Sausalito SLR Action Group (based on ART project/county Supervisor led--Did mini vulnerability assessment before countywide study completed. Organized workshop speakers and Game if Floods for Sausalito community with the Sustainability Commission",NA,NA,NA,NA,"Agree","Agree","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA
"727","R_2YLg5SubdjMFbbQ","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","R_78pBHVZerEznLH3","A major aspect of my work for more than 5 years","Yes, I am involved on behalf of one organization","moffatt and nichol","Education/Consulting/Research","Vice President","Executive management (i.e. top management),Planning,Scientific research,Project management,Outreach/Communication",NA,"San Leandro,Novato,Golden Gate,Colma - San Bruno,San Mateo,Alameda,Stevens,Mission - Islais","Well-informed","Somewhat informed","Somewhat concerned","Very concerned","Fairly high level of agreement concerning the risks","Increased stakeholders' familiarity with scientific tools (e.g. sea level rise forecasting models),Stakeholder agreement on the interpretation of scientific information,Increase availability of data regarding sea level rise vulnerability","Flood risk maps,Sea level rise projections,Shoreline change data,Vulnerability assessments,Type of shoreline protection,Climate and weather information,Water supply or water quality studies","They are starting to be felt right now","Transportation infrastructure,Economic growth,Wastewater and storm water infrastructure","Complete vulnerability assessments for all 9 counties,Promoting projects with different or innovative design solutions,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Implementing projects jointly with other organizations,Streamlining permitting applications jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Publishing reports or other publicly available documents jointly with other organizations,Carrying out advocacy activities jointly with other organizations","Insufficient financial resources,Lack of an overarching plan to address sea level rise in the Bay Area,Permitting obstacles","Neither too much nor too little","Chair the Bay Planning Coalition's Sustainable Waterfronts Committee","Shoreline Processes for 4 selected Resilient by Design sites","Preparing Risk Assessments for several new development projects",NA,NA,"Strongly agree","Somewhat agree","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy",NA,NA,"The time demands are too high","The available funding is not sufficient","There are no barriers",NA,NA,"8","8","8",NA,NA,"9","9","9",NA,NA,"Bay Conservation and Development Commission (BCDC), California Regional Water Quality Control Board, california fish &wildlife","USGS"
"729","R_2cbZBYdLSdou2yM","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","R_2QEePD9lQtv0aIn","A part of my work, with routine involvement,A major aspect of my work for less than a year","Yes, I am involved on behalf of several organizations","wrt","Education/Consulting/Research","Urban Designer","Policy analysis,Planning,Project management,Outreach/Communication","KPF NYC","Wildcat,East Bay Crescent,Napa - Sonoma,San Rafael,San Mateo,Santa Clara Valley,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion","Somewhat informed","Somewhat informed","Very concerned","Very concerned","Fairly high level of agreement concerning the risks","Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders,Stakeholder agreement on the interpretation of scientific information","Flood risk maps,Coastal geology map,Sea level rise projections,Demographic data,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies","They are starting to be felt right now","Energy infrastructure,Coastal erosion,Wastewater and storm water infrastructure","Create a regional Sea Level Rise adaptation plan,Lobby at the state or federal level for funding to help respond to sea level rise in California,Empowering an existing regional agency to address sea level rise in the Bay Area","Engaging in joint planning with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations","Lack of political leadership of elected officials,Uncertainty about the future extent of sea level rise,Permitting obstacles","Neither too much nor too little","resilient by design","ULI rising tides","SPUR Gaudelupe river visioning",NA,NA,"Agree","Agree","For most decisions, one stakeholder's gain involves another stakeholder's loss.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.","Although most stakeholders can benefit from most decisions, there is conflict over who will benefit most.",NA,NA,"The process is controlled by a few dominant stakeholders","Participants do not trust each other","Don't know",NA,NA,"6","6","6",NA,NA,"10","10","10",NA,NA,NA,NA
"731","R_11YKmKRqxKolEe8","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","R_D6vvsotRiNd2yGd","A major aspect of my work for 1-5 years","Yes, I am involved on behalf of one organization","san francisco bay regional water quality control board","State government","Environmental Program Manager","Policy analysis,Planning,Scientific research,Governmental affairs,Project management,Outreach/Communication",NA,"Point Richmond,San Leandro,Wildcat,East Bay Crescent,Pinole,Carquinez South,Walnut,Port Chicago,Montezuma Slough,Suisun Slough,Carquinez North,Napa - Sonoma,Petaluma,Novato,Gallinas,San Rafael,Golden Gate,Colma - San Bruno,San Mateo,Belmont - Redwood,San Francisquito,Santa Clara Valley,Mowry,Alameda,Stevens,Corte Madera,Richardson,Mission - Islais,Yosemite - Visitacion,San Lorenzo","Very well-informed","Very well-informed","Very concerned","Very concerned","Fairly high level of agreement concerning the risks","Increased stakeholders' familiarity with scientific tools (e.g. sea level rise forecasting models),Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Other (please explain in the text box): Support Continued Development of Shoreline Adaptation Strategies","Flood risk maps,Coastal geology map,Sea level rise projections,Demographic data,Shoreline change data,Vulnerability assessments,Habitat studies,Endangered species studies,Type of shoreline protection,Climate and weather information,Water supply or water quality studies","They have been felt for a while already","Wastewater and storm water infrastructure,Ecosystem health,Transportation infrastructure","Complete vulnerability assessments for all 9 counties,Lobby at the state or federal level for funding to help respond to sea level rise in California,Promote projects aimed at accommodating sea level rise with ""green"" infrastructure","Sharing information with other organizations,Engaging in joint planning with other organizations,Implementing projects jointly with other organizations,Streamlining permitting applications jointly with other organizations,Sharing personnel with other organizations,Carrying out research projects jointly with other organizations,Preparing grant/funding proposals jointly with other organizations,Organizing public meetings jointly with other organizations,Outreach activities regarding new sea level rise-related projects jointly with other organizations,Publishing reports or other publicly available documents jointly with other organizations","Insufficient human resources to analyze relevant information,Insufficient financial resources","Too little","Resilient by Design","San Francisco Bay Water Board policy review and SFEI operational Landscapes unit development","Marin County Assessment - Bothin Marsh","Measure AA - Advisory Committee","LTMS Beneficial Reuse of Sediment","Somewhat agree","Somewhat agree",NA,"For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","For most decisions, most stakeholders can benefit as long as they can develop a common policy","Don't know","There are no barriers","The available funding is not sufficient","There are no barriers","The available funding is not sufficient",NA,NA,NA,NA,NA,NA,"10","9","10","8","Bay Conservation and Development Commission (BCDC), California Department of Fish and Wildlife, California State Coastal Conservancy, California Department of Water Resources, California State Assembly",NA
"733","R_1hKkJ3IHFOtdZ7V","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization",NA,"Water Infrastructure Special District",NA,"Other (please explain in the text box): project management",NA,"San Leandro,East Bay Crescent,San Lorenzo",NA,"Somewhat informed",NA,"Very concerned","Low level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Increase availability of data regarding sea level rise vulnerability","Sea level rise projections","In the next few decades","Wastewater and storm water infrastructure,Coastal erosion,Transportation infrastructure","Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations","Don't know","Neither too much nor too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","R_3O241c2gJfFhAtR","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","cool the earth","Environmental Group","Executive director","Executive management (i.e. top management),Project management,Advocacy,Outreach/Communication",NA,"Novato,Gallinas,San Rafael,Corte Madera,Richardson","Somewhat informed","Well-informed","Concerned","Very concerned","High level of agreement concerning the risks","Collaborative relationships between stakeholders and scientists working on Sea Level Rise,Creation of a single online platform where all available scientific information on sea level rise is made available to policy-makers and stakeholders,Dissemination of scientific information in plain language to policy stakeholders","Flood risk maps,Sea level rise projections,Demographic data,Shoreline change data,Climate and weather information","They are starting to be felt right now","Transportation infrastructure,Property values,Water supply infrastructure","Create a regional Sea Level Rise adaptation plan,Lobby at the state or federal level for funding to help respond to sea level rise in California,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Outreach activities regarding new sea level rise-related projects jointly with other organizations","Lack of an overarching plan to address sea level rise in the Bay Area,Lack of relationships with community-based organizations","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","R_3Etk0mFyi83jbSc","A part of my work, with occasional involvement","Yes, I am involved on behalf of one organization","san francisco estuary institute","No-profit organization/Non-governmental organization","Environmental Scientist","Scientific research",NA,"San Francisquito,Santa Clara Valley,Mowry,Stevens","Somewhat informed","Somewhat informed","Concerned","Very concerned","Not very high level of agreement concerning the risks","Dissemination of scientific information in plain language to the general public,Scientists' participation in policy meetings,Collaborative relationships between stakeholders and scientists working on Sea Level Rise","Flood risk maps,Sea level rise projections,Shoreline change data,Habitat studies","They are starting to be felt right now","Ecosystem health,Availability of housing,Disadvantaged communities","Promote projects aimed at accommodating sea level rise with ""green"" infrastructure,Establish a new regional authority to address sea level rise in the Bay Area,Create a collaborative partnership between existing agencies and stakeholders (regional, county, local) to address sea level rise in the Bay Area","Sharing information with other organizations,Engaging in joint planning with other organizations,Signing a formal agreement with another organization","Uncertainty about the future extent of sea level rise,Lack of an overarching plan to address sea level rise in the Bay Area","Too little",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
