"","ResponseId","involve","org","org_type","title","informShort","informLong","concernShort","concernLong","agree","science","impact","top_sector","policy","collabActivities","barriers","forum_1","forum_2","forum_3","forum_4","forum_5","forumImpact_1","forumImpact_2","forumImpact_3","forumImpact_4","forumImpact_5","forumGoals_1","forumGoals_2","forumGoals_3","forumGoals_4","forumGoals_5","forumProgress_1","forumProgress_2","forumProgress_3","forumProgress_4","forumProgress_5","forumFairness_1","forumFairness_2","forumFairness_3","forumFairness_4","forumFairness_5","forumProcess_1","forumProcess_2","forumProcess_3","forumProcess_4","forumProcess_5","forumBarriers_1","forumBarriers_2","forumBarriers_3","forumBarriers_4","forumBarriers_5","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"122","R_9mJan5pHzQI6EmZ","A part of my work, with occasional involvement","william and mary","education/consulting/research","Professor","Very Well Informed","Very Well Informed","Concerned","Very Concerned","Fairly High","Communication of scientific results or estimates in plain, accessible language,Availability of a source of translation of scientific knowledge into cost estimates,Increased funding for research practice and hirings in local government","They have been felt for a while already","Waste and storm water infrastructure ,Coastlines ,Property values  ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Promote projects aimed at accommodating sea-level rise with “green” infrastructure ,Establish a new regional authority to address sea-level rise in the area ","Sharing information with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ","Scarce budgetary/staff resources ,Lack of relationships with community-based organizations ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPPDC, HRPDC",NA,NA
"123","R_3HMu0fYuXPH5dWQ","A part of my work, with occasional involvement","league of women voters south hampton roads","environmental group","Volunteer ","Well-Informed","Well-Informed","Very Concerned","Very Concerned","Fairly High","Stakeholder agreement on the interpretation of scientific information","They have been felt for a while already","Transportation infrastructure ,Ecosystems health ,Disadvantaged communities ","Focus attention on the impact of sea-level rise on historically underserved communities in the area ,Promote projects aimed at accommodating sea-level rise with “green” infrastructure ,Establish a new regional authority to address sea-level rise in the area ","Organizing public meetings jointly with other organizations ,Joining or supporting litigation or other judicial processes ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Lack of experience collaborating with other organizations in the Hampton Roads area,Lack of political leadership of elected officials ,Lack of an overarching plan ,Climate science deniers ,Lack of relationships with community-based organizations ","HRPDC","Dutch dialogues chesapeake NEMAC","Wetlns Watch",NA,NA,"7","7","7",NA,NA,"Somewhat Disagree","Somewhat Agree","Somewhat Agree",NA,NA,"Somewhat Agree","Somewhat Agree","Somewhat Agree",NA,NA,"5","5","5",NA,NA,"Don't know","Don't know","Don't know",NA,NA,"The process was controlled by a few dominant stakeholders,The initiative lacks authority to produce binding decisions","Participants didn't attend meetings often enough,The initiative lacks authority to produce binding decisions","The process was controlled by a few dominant stakeholders,The initiative lacks authority to produce binding decisions",NA,NA,NA,NA,"NEMAC","NGOs","I used to be a student at Odu and had access to scientific articles, but now that I am no longer a student there, I do not have access to the scientific articles.
When there is a forum and if there is a forum, I do not hear about it as I do not have a Odu email address anymore"
"124","R_2BnwK9nhW0aM84c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","R_3fPCLmDU3wwaGHJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","R_3GvuyBeX59odLoV","A major aspect of my work for more than 5 years","university of virginia","other: academia","Practitioner Fellow","Very Well Informed","Very Well Informed","Very Concerned","Very Concerned","Low","Communication of scientific results or estimates in plain, accessible language,Creation of a single platform of available scientific information,Availability of a source of translation of scientific knowledge into cost estimates","They have been felt for a while already","Waste and storm water infrastructure ,Coastlines ,Other: Economic stability of coastal communities","Create a regional sea-level rise adaptation plan for the Hampton Roads area ,Develop faster/more efficient permitting processes that incorporate considerations of sea-level rise ,Focus attention on the impact of sea-level rise on historically underserved communities in the area ","Sharing information with other organizations ,Carrying out research projects jointly with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ","Scarce budgetary/staff resources ","HR Adaptation Forum","Hampton Dutch Dialogues","The RAFT","Wetlands Watch Rolling Easements Workgroup ","VCPC Annual Conferences","7","3","10","5","10","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","7","8","8","7","Don't know","Don't know","Don't know","Don't know","Don't know","The initiative lacks authority to produce binding decisions",NA,"The initiative lacks authority to produce binding decisions","The initiative lacks authority to produce binding decisions","The initiative lacks authority to produce binding decisions","NOAA","VA CZM, VDH, VA DCR","PDCs","VIMS",NA
"127","R_3f1yhSNPU3B5H15","A major aspect of my work for more than 5 years","university of virginia","education/consulting/research","Resilience & Sustainability Practitioner Fellow, Environmental Institute, UVA","Very Well Informed","Very Well Informed","Very Concerned","Very Concerned","Not Very High","Communication of scientific results or estimates in plain, accessible language,Availability of a source of translation of scientific knowledge into cost estimates,Stakeholder agreement on the interpretation of scientific information","They have been felt for a while already","Waste and storm water infrastructure ,Disadvantaged communities ,Property values  ","Create a regional sea-level rise adaptation plan for the Hampton Roads area ,Complete vulnerability assessments for all the cities and counties as soon as possible ,Focus attention on the impact of sea-level rise on historically underserved communities in the area ","Sharing information with other organizations ,Implementing projects jointly with another organizations ,Carrying out research projects jointly with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ","Scarce budgetary/staff resources ,Lack of political leadership of elected officials ","HR Adaptation Forum","VCPC Annual Conferences","Hampton Dutch Dialogues","VA Resilience Coordination Working Group (focus included Hampton Roads area)","CoVA Resilience & Adaptation Economy Consortium (a bit)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOAA (CZM, Sea Grant)","VDH, DCR, DEQ","MPPDC, NNPDC, ANPDC, HRPDC","Wetlands Watch",NA
"128","R_2ZIJ2yT10aSW9Te",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","R_2ZDl1gXaBdsstet","A part of my work, with occasional involvement","old dominion university","education/consulting/research","Clinical Assistant Professor","Somewhat Informed","Somewhat Informed","Very Concerned","Very Concerned","Low","Communication of scientific results or estimates in plain, accessible language,Increased public availability of scientific knowledge,Stakeholder agreement on the interpretation of scientific information","They have been felt for a while already","Transportation infrastructure ,Disadvantaged communities ,Property values  ","Support local jurisdictions to respond to sea-level rise threats as they see fit ,Other: Stronger State engagement with localities","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Carrying out research projects jointly with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Organizing public meetings jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ","Lack of political leadership of elected officials ,Lack of an overarching plan ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRPDC","Chamber, Civic",NA
"130","R_02izMiwpZYUsTIt","A part of my work, with occasional involvement","old dominion university","education/consulting/research","Graduate Researcher","Well-Informed","Well-Informed","Concerned","Very Concerned","Not Very High","Communication of scientific results or estimates in plain, accessible language,Direct relationships with scientists working on Sea Level Rise,Creation of a single platform of available scientific information","They are starting to be felt right now","Waste and storm water infrastructure ,Disadvantaged communities ,Availability of housing  ","Promote projects aimed at accommodating sea-level rise with “green” infrastructure ,Strengthen existing regional authority to address sea-level rise in the area,Other: Acknowledge and plan for future necessity of managed retreat","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Carrying out research projects jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ,Carrying out advocacy activities jointly with other organizations ","Other: unknown"," Institute for Coastal Adaptation and Resilience (ICAR) seminar","Living Shoreline Collaborative Meetings",NA,NA,NA,"9","8",NA,NA,NA,"Strongly Agree","Strongly Agree",NA,NA,NA,"I Don't Know","I Don't Know",NA,NA,NA,"5","8",NA,NA,NA,"Don't know","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,NA,NA,"Other: Unsure","Participants didn't attend meetings often enough,The initiative lacks authority to produce binding decisions",NA,NA,NA,NA,NA,NA,NA,NA
"131","R_bHQOajVqui1s3sZ","No involvement","national science foundation","federal government","Lead Grant specialist ","Well-Informed","Somewhat Informed","Very Concerned","Very Concerned","Very High","Communication of scientific results or estimates in plain, accessible language,Increased public availability of scientific knowledge,Creation of a single platform of available scientific information","They have been felt for a while already","Water supply infrastructure ,Waste and storm water infrastructure ,Disadvantaged communities ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Create a single information platform concerning the status of projects related to sea-level rise in the Hampton Roads area, cost projections and scenario ,Focus attention on the impact of sea-level rise on historically underserved communities in the area ","Implementing projects jointly with another organizations ,Carrying out research projects jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ","Uncertainty about the future extent of sea level rise ,Climate science deniers ,Lack of relationships with community-based organizations ","Researching on my own","Noting the disparity of response in the black community ","How the sea level rise is affecting coastal areas",NA,NA,"7","8","10",NA,NA,"Don't Know","Strongly Agree","Strongly Agree",NA,NA,"Somewhat Agree","Strongly Disagree","Strongly Agree",NA,NA,"4","3","9",NA,NA,NA,NA,NA,NA,NA,"The process was controlled by a few dominant stakeholders,The initiative lacks authority to produce binding decisions,There is too much scientific uncertainty","Other","The process was controlled by a few dominant stakeholders,The initiative lacks authority to produce binding decisions,There is too much scientific uncertainty",NA,NA,"National Science Foundation ",NA,NA,NA,NA
"132","R_25BeFwYwbhlSP4e","A part of my work, with routine involvement","virginia dept. of conservation and recreation   shoreline erosion advisory service","state government","Environmental Specialist","Well-Informed","Well-Informed","Somewhat Concerned","Very Concerned","Fairly High","Scientists’ participation into policy meeting,Availability of a source of translation of scientific knowledge into cost estimates,Increased funding for research practice and hirings in local government","They have been felt for a while already","Transportation infrastructure ,Waste and storm water infrastructure ,Coastlines ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Pass a tax measure at the local/regional/state level to address sea-level rise,Promote projects aimed at accommodating sea-level rise with “green” infrastructure ","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Training personnel from other organizations ,Preparing grant/funding proposals jointly with other organizations ","Scarce budgetary/staff resources ,Distrust among stakeholders ","Hampton Roads Adaptation Forum","James River Living Shoreline Collaborative","CBLP",NA,NA,"5","7","6",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,"Somewhat Agree","Strongly Agree","Somewhat Agree",NA,NA,"5","10","9",NA,NA,"Don't know","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,NA,"The initiative lacks authority to produce binding decisions","The initiative lacks authority to produce binding decisions,Lack of resources","The initiative lacks authority to produce binding decisions",NA,NA,NA,NA,NA,NA,NA
"133","R_A0dhZQlsO1hJ161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","R_1eF3BWP7CTT5U3V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","R_3RyD6YI1IUHlGOW","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","R_2zUBRQ5k5D4HzuQ","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","R_3gUdxukb0ADtxWj","No involvement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","R_3htL0KYQZ6TBeD7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","R_2CNhMPPkiLaUrWP","A major aspect of my work for more than 5 years","city of norfolk","local government","Acting Director of City Planning","Well-Informed","Well-Informed","Very Concerned","Very Concerned","Fairly High","Communication of scientific results or estimates in plain, accessible language,Stakeholder agreement on the interpretation of scientific information,Increased funding for research practice and hirings in local government","They have been felt for a while already","Transportation infrastructure ,Economic growth ,Availability of housing  ","Create a regional sea-level rise adaptation plan for the Hampton Roads area ,Pass a tax measure at the local/regional/state level to address sea-level rise,Build a seawall, living shorelines, flood barriers, wetland restoration, and other armored solutions","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Preparing grant/funding proposals jointly with other organizations ,Organizing public meetings jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ",NA,"Vision 2100 Planning process","Norfolk comprehensive planning process","Flood Town Hall forums","CSRM project","Dutch Dialogues in Norfolk","10","10","5","10","10","Strongly Agree","Strongly Agree","Don't Know","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","10","10","5","5","10","Although most groups can benefit from most decisions, there is conflict over who will benefit the most.","Although most groups can benefit from most decisions, there is conflict over who will benefit the most.","Don't know","Although most groups can benefit from most decisions, there is conflict over who will benefit the most.","Although most groups can benefit from most decisions, there is conflict over who will benefit the most.","There were no identifiable barriers","Other: reaching all stakeholders challenging","Participants didn't attend meetings often enough,Participants did not share common views","Participants did not share common views,The process was controlled by a few dominant stakeholders","There were no identifiable barriers","FEMA; ACOE","State Historic Preservation Officer","City Departments (internal)",NA,NA
"140","R_1IlWrUuAQcJC0So","A major aspect of my work for 1-5 years","the city of norfolk","local government","Floodplain Adminstrator","Well-Informed","Well-Informed","Very Concerned","Very Concerned","Fairly High","Direct relationships with scientists working on Sea Level Rise,Update existing reports on Sea Level Rise for the whole Hampton Roads Area,Increased funding for research practice and hirings in local government","They have been felt for a while already","Transportation infrastructure ,Ecosystems health ,Disadvantaged communities ","Create a regional sea-level rise adaptation plan for the Hampton Roads area ,Focus attention on the impact of sea-level rise on historically underserved communities in the area ,Establish a new regional authority to address sea-level rise in the area ","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Preparing grant/funding proposals jointly with other organizations ,Organizing public meetings jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Signing a formal agreement with another organization  ","Scarce budgetary/staff resources ,Lack of experience collaborating with other organizations in the Hampton Roads area,Lack of an overarching plan ,Lack of public support for policies addressing Sea Level Rise ,Climate science deniers ","Resilient Norfolk",NA,NA,NA,NA,"7",NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,"Somewhat Agree",NA,NA,NA,NA,"8",NA,NA,NA,NA,"For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,NA,NA,NA,"There were no identifiable barriers",NA,NA,NA,NA,"USACE, FEMA",NA,NA,NA,NA
"141","R_xfO3GxMSS5zHhTP","A major aspect of my work for more than 5 years","city of norfolk","local government","Deputy Resilience Officer","Very Well Informed","Very Well Informed","Not Concerned","Concerned","Not Very High","Communication of scientific results or estimates in plain, accessible language,Creation of a single platform of available scientific information,Stakeholder agreement on the interpretation of scientific information","In the next few decades","Transportation infrastructure ,Waste and storm water infrastructure ,Energy infrastructure ","Promote projects aimed at accommodating sea-level rise with “green” infrastructure ,Support local jurisdictions to respond to sea-level rise threats as they see fit ,Build a seawall, living shorelines, flood barriers, wetland restoration, and other armored solutions","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Training personnel from other organizations ,Sharing personnel with other organizations ,Carrying out research projects jointly with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Organizing public meetings jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Publishing reports or other publicly available documents jointly with other organizations ,Signing a formal agreement with another organization  ,Joining or supporting litigation or other judicial processes ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Distrust among stakeholders ,Uncertainty about the future extent of sea level rise ,Uncertainty about how quickly sea level rise will happen ","Keeping History Above Water","Integrating Sea Level Rise into Plans - APA HMDR Division","Hampton Roads Adaptation Forum and Adaptation Economy Consortium events","Coastal VA Adaptation & Resilience Consortium - Economic Impacts of Sea Level Rise","ASFPM Coastal Committee Call","10","6","9","9","2","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","9","6","10","10","5",NA,"Don't know","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,"For most decisions, one group’s gain involves another group’s loss.","The initiative lacks authority to produce binding decisions,Lack of resources","There were no identifiable barriers","There were no identifiable barriers","There were no identifiable barriers","Participants did not share common views,Participants were not trustworthy,The process was controlled by a few dominant stakeholders","USACE, FEMA, Gov't Accountability Office, DoD, NASA, ","DCR","HRPDC, New York City's Mayor's Office of Climate and Environmental Justice, City of Charleston, City of Miami, Miami-Dade County, New York City's Mayor's Office of Resiliency, Coastal Protection and Restoration Authority","ODU ICAR, Stanford University, RISE Resilience Innovations, Resilient Cities Network, American Flood Coalition, Sea Grant Fellow, Wetlands Watch","c40, United Nations Framework Convention on Climate Change, Climate Mayors, Adaptation International, Climate Resilience Fund, American Society of Adaptation Professionals, Global Center on Adaptation, International Sustainable Resilience Center, Water Resilience Profile via the City Water Resilience Approach, ICLEI – Local Governments for Sustainability; Resilient Cities Congress."
"142","R_3QJFs3OKKr8wIoA","A part of my work, with occasional involvement","city of norfolk","local government","City Planner","Somewhat Informed","Somewhat Informed","Somewhat Concerned","Very Concerned","Fairly High",NA,"They have been felt for a while already",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","R_PBAqKeIzix927Bf","A part of my work, with routine involvement","city of norfolk","local government","Chief Planner","Well-Informed","Well-Informed","Concerned","Very Concerned","High","Communication of scientific results or estimates in plain, accessible language,Creation of a single platform of available scientific information,Increased funding for research practice and hirings in local government","They are starting to be felt right now","Transportation infrastructure ,Waste and storm water infrastructure ,Coastlines ","Pass a tax measure at the local/regional/state level to address sea-level rise,Create a single information platform concerning the status of projects related to sea-level rise in the Hampton Roads area, cost projections and scenario ,Establish a new regional authority to address sea-level rise in the area ","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Carrying out research projects jointly with other organizations ,Preparing grant/funding proposals jointly with other organizations ,Organizing public meetings jointly with other organizations ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Lack of an overarching plan ,Lack of relationships with community-based organizations ","Hampton Roads Adaptation Forum","HRPDC Coastal Resiliency Working Group",NA,NA,NA,"9","9",NA,NA,NA,"Strongly Agree","Strongly Agree",NA,NA,NA,"Somewhat Agree","Somewhat Agree",NA,NA,NA,"9","9",NA,NA,NA,"For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,NA,NA,"Participants didn't attend meetings often enough,The initiative lacks authority to produce binding decisions","The initiative lacks authority to produce binding decisions",NA,NA,NA,NA,NA,NA,NA,NA
"144","R_3ER6a3uLBhBSwgw","A part of my work, with routine involvement","city of portsmouth","local government","Manager of Comprehensive and Strategic Planning","Very Well Informed","Very Well Informed","Concerned","Very Concerned","Very High","Other","They have been felt for a while already","Economic growth ,Property values  ,Availability of housing  ","Pass a tax measure at the local/regional/state level to address sea-level rise,Develop faster/more efficient permitting processes that incorporate considerations of sea-level rise ,Other: plan for managed retreat","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Implementing projects jointly with another organizations ,Publishing reports or other publicly available documents jointly with other organizations ,Signing a formal agreement with another organization  ","Lack of political leadership of elected officials ","Hampton Roads Adaptation Forum","Coastal Resilience and Adaptation Economy Consortium","ICAR",NA,NA,"7","5","3",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Disagree",NA,NA,"10","10","10",NA,NA,"For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.",NA,NA,"Other: none","There were no identifiable barriers","There were no identifiable barriers",NA,NA,"Navy","DCR","PDC",NA,NA
"145","R_1CJYKbpaWDFUaRV","A part of my work, with routine involvement","princess anne plaza civic league flood chairman","community-based organization","Chairman of  the Flood Committee","Very Well Informed","Very Well Informed","Very Concerned","Very Concerned","Low","Increased stakeholders’ familiarity with scientific tools (e.g. electronic simulation maps),Update existing reports on Sea Level Rise for the whole Hampton Roads Area,Availability of a source of translation of scientific knowledge into cost estimates","They have been felt for a while already","Transportation infrastructure ,Water supply infrastructure ,Waste and storm water infrastructure ","Complete vulnerability assessments for all the cities and counties as soon as possible ,Promote projects with different or innovative design solutions  ,Build a seawall, living shorelines, flood barriers, wetland restoration, and other armored solutions","Sharing information with other organizations ,Engaging in joint planning with other organizations ,Training personnel from other organizations ,Carrying out research projects jointly with other organizations ,Organizing public meetings jointly with other organizations ,Outreach activities regarding new Sea Level Rise-related projects jointly with other organizations ,Carrying out advocacy activities jointly with other organizations ","Scarce budgetary/staff resources ,Distrust among stakeholders ,Lack of political leadership of elected officials ,Uncertainty about the future extent of sea level rise ,Uncertainty about how quickly sea level rise will happen ,Lack of an overarching plan ,Permitting obstacles ,Lack of public support for policies addressing Sea Level Rise ,Climate science deniers "," Hampton Roads Adaptation Forum","Virginia House Laws Committee","FEMA NFIP","Antropocene Alliance","Comprehensive Planning Zoning City of Virginia Beach","8","3","10","5","5","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","5","3","10","5","3","Although most groups can benefit from most decisions, there is conflict over who will benefit the most.","For most decisions, one group’s gain involves another group’s loss.","For most decisions in this initiative, most groups can benefit as long as they can develop a common policy.","Although most groups can benefit from most decisions, there is conflict over who will benefit the most.","For most decisions, one group’s gain involves another group’s loss.","Participants didn't attend meetings often enough,Participants did not share common views,Lack of resources","Participants did not share common views,Participants were not trustworthy,The process was controlled by a few dominant stakeholders,Lack of resources","Participants didn't attend meetings often enough,Lack of resources","The time demands were too high,Lack of resources","Participants didn't attend meetings often enough,Participants did not share common views,Participants were not trustworthy,The process was controlled by a few dominant stakeholders,Lack of resources","FEMA","House Laws Committee and House Member for our District","City Council City of Virginia Beach, Planning Commission City of Virginia Beach, Planning Department City of Virginia Beach, Storm Water Engineering City of Virginia Beach","ODU Adaptation Forum, ODU ICAR's Community Advisory Board, Virginia Beach Council of Civic Organizations, Anthropocene Alliance, Civic Leagues in Virginia Beach, National Association of Retired Federal Employees,  ","City of Virginia Beach Emergency Management, Virginia Emergency Management"
"146","R_1mXmLGMQPmt7bGK","A part of my work, with occasional involvement","lamberts point civic league","community-based organization: neighborhood association","No official job title. Volunteer community leader with the civic league","Very Well Informed","Well-Informed","Very Concerned","Very Concerned","High","Communication of scientific results or estimates in plain, accessible language,Increased public availability of scientific knowledge,Availability of a source of translation of scientific knowledge into cost estimates","They have been felt for a while already","Transportation infrastructure ,Coastlines ,Property values  ","Develop faster/more efficient permitting processes that incorporate considerations of sea-level rise ,Support local jurisdictions to respond to sea-level rise threats as they see fit ,Build a seawall, living shorelines, flood barriers, wetland restoration, and other armored solutions","Sharing information with other organizations ,Organizing public meetings jointly with other organizations ","Scarce budgetary/staff resources ,Lack of an overarching plan ,Lack of public support for policies addressing Sea Level Rise ","City of Norfolk Planning 2100",NA,NA,NA,NA,"7",NA,NA,NA,NA,"Somewhat Agree",NA,NA,NA,NA,"Somewhat Agree",NA,NA,NA,NA,"6",NA,NA,NA,NA,"Although most groups can benefit from most decisions, there is conflict over who will benefit the most.",NA,NA,NA,NA,"The process was controlled by a few dominant stakeholders,The procedures were confusing,Other: How residents could participate was not clear",NA,NA,NA,NA,NA,NA,"City of Norfolk floodplain management","Wetlands Watch provides useful information
ODU professor (Yusef?) presented at a meeting",NA
