"","ResponseId","involvement","primary_org","org_type_assigned","tasks","sector","scale","scale_location","land_use","years","concern_25_slr","concern_25_heat","concern_25_flood","concern_25_drought","concern_25_fire","concern_25_smoke","concern_25_aq","concern_25_wq","concern_2100_slr","concern_2100_heat","concern_2100_flood","concern_2100_drought","concern_2100_fire","concern_2100_smoke","concern_2100_aq","concern_2100_wq","top_sector","app","collab_acts","barriers","str_fl1","str_fl2","str_fl3","str_fl4","str_fl5","str_fl6","str_fl_o","str_eco1","str_eco2","str_eco3","str_eco4","str_eco_o","str_ag1","str_ag2","str_ag3","str_ag4","str_ag_o","str_ws1","str_ws2","str_ws3","str_ws4","str_ws5","str_ws_o","funding_fed","funding_state","funding_reg","funding_local","funding_phil","funding_dist","funding_tax","funding_o","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_involvement_o","forum_rank_art","forum_rank_baycan","forum_rank_crc","forum_rank_da","forum_rank_sfep","forum_rank_ccccl","forum_rank_ccse","forum_rank_sccc","forum_rank_rpp","forum_rank_sr","forum_rank_sjrcc","forum_rank_sbrr","forum_rank_yccac","forum_rank_ycrrc","forum_rank_ryc","forum_rank_o","forum1_learn_art","forum1_learn_baycan","forum1_learn_crc","forum1_learn_da","forum1_learn_sfep","forum1_learn_ccccl","forum1_learn_ccse","forum1_learn_sccc","forum1_learn_rpp","forum1_learn_sr","forum1_learn_sjrcc","forum1_learn_sbrr","forum1_learn_yccac","forum1_learn_ycrrc","forum1_learn_ryc","forum_learn_o","forum2_action_art","forum2_action_baycan","forum2_action_crc","forum2_action_da","forum2_action_sfep","forum2_action_ccccl","forum2_action_ccse","forum2_action_sccc","forum2_action_rpp","forum2_action_sr","forum2_action_sjrcc","forum2_action_sbrr","forum2_action_yccac","forum2_action_ycrrc","forum2_action_ryc","forum_action_o","forum_sat_1","forum_sat_2","forum_sat_3","forum_sat_4","forum_sat_5","forum_sat_6","forum_sat_7","forum_sat_8","forum_sat_9","forum_sat_10","forum_sat_11","forum_pa_1","forum_pa_2","forum_pa_3","forum_pa_4","forum_pa_5","forum_pa_6","forum_pa_7","forum_pa_8","missing_collab","missing_org_name._1","missing_org_name._2","missing_org_name._3","missing_org_name._4","missing_org_name._5"
"11","R_1D7xRy2Srb9ELxA","A part of my work, with routine involvement","Buena Vista Rancheria Of Me-Wuk Indians","tribe","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Agriculture; Economic development; Ecosystem management; Energy; Environmental justice; Public health; Emergency management; Transportation; Community development; Water supply; Waste and stormwater management; Finance","Other",NA,"Rural; Suburban; Urban",9,"Not at all concerned","Not at all concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not at all concerned","Very concerned","Very concerned","Not at all concerned","Not at all concerned","Somewhat concerned","Somewhat concerned","Somewhat concerned","Not at all concerned","Very concerned","Very concerned","Ecosystem health; Other","Identify how climate change will impact the natural/built environment; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Select the best adaptation options to implement; Implement chosen adaptation solutions; Monitor the effects of different adaptation solutions; Analyze and synthesize data to evaluate the adaptation solutions; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Signing a formal agreement with another organization; Sharing information with other organizations; Training personnel from other organizations; Streamlining permitting applications jointly with other organizations; Sharing personnel with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of effective collaboration among interested parties; Lack of political leadership; Insufficient financial resources","Low priority","Low priority","Low priority","High priority","High priority","Low priority",NA,"High priority","High priority","High priority","High priority",NA,"High priority","Low priority","Low priority","Low priority",NA,"High priority","High priority","High priority","High priority","Low priority",NA,NA,"Increase a large amount","Increase a large amount","Increase a large amount",NA,NA,NA,NA,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very dissatisfied","Neutral","Very dissatisfied","Somewhat dissatisfied","Very dissatisfied","Somewhat dissatisfied","Somewhat satisfied","Neutral","Very dissatisfied","Very dissatisfied","Very satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very dissatisfied","Somewhat satisfied","No","","","","",""
"12","R_1DlOjpj9y6Glvwt","A part of my work, with occasional involvement","Unknown_290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"13","R_1EJU7I2M2tQuunD","A major aspect of my work for 1-5 years","California Department Of Water Resources","state_gov","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication","Ecosystem management; Emergency management; Water supply; Flood management","State",NA,"Rural; Suburban",4,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned",NA,NA,NA,"Very concerned","Ecosystem health; Environmental justice 
communities; Flood management","Identify how climate change will impact the natural/built environment; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Select the best adaptation options to implement; Implement chosen adaptation solutions; Monitor the effects of different adaptation solutions; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Implementing projects jointly with other organizations; Signing a formal agreement with another organization; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Organizing public meetings jointly with other organizations","Permitting obstacles; Lack of political leadership; Insufficient financial resources","High priority","High priority","High priority","High priority","High priority","High priority",NA,"High priority","High priority","High priority","Medium priority",NA,"High priority","Medium priority","Medium priority","Medium priority",NA,"Medium priority","High priority","Medium priority","High priority","High priority",NA,"Increase a large amount","Increase a large amount","Increase a small amount","Increase a small amount","Increase a large amount","Increase a moderate amount","Increase a small amount",NA,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","","","","",""
"14","R_1Ei17q3GcHrz3KF","A part of my work, with occasional involvement","East County Community Leaders Network","msg","Project or program management; Advocacy; Community leadership","Environmental justice; Public health","Community","East Contra Costa County",NA,NA,"Moderately concerned","Moderately concerned",NA,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Environmental justice 
communities; Availability of housing; Public health","Identify how climate change will impact the natural/built environment; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities",NA,"Lack of effective collaboration among interested parties; Insufficient technical expertise; Unequal capacity of partners to participate in collaborative planning","High priority",NA,NA,"High priority",NA,NA,NA,"High priority",NA,"High priority",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","No","No","No",NA,"Yes","No","No","No","No","No","No","No","No",NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A little effective",NA,NA,NA,NA,"A little effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat dissatisfied",NA,"Somewhat dissatisfied","Somewhat dissatisfied",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat dissatisfied",NA,NA,NA,NA,NA,NA,"Yes ","","","","",""
"15","R_1Fm3FKiXCrWECM8","A major aspect of my work for 1-5 years","Contra Costa County","local_gov","Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication; Community leadership","Agriculture; Ecosystem management; Environmental justice; Community development; Flood management; Water supply","Multiple",NA,"Rural; Suburban; Urban",4,"Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Ecosystem health; Environmental justice 
communities; Water suppply reliability","Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Select the best adaptation options to implement; Implement chosen adaptation solutions; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Insufficient financial resources; Insufficient technical expertise; Unequal capacity of partners to participate in collaborative planning","High priority","High priority","High priority","Medium priority","Low priority","Medium priority",NA,"High priority","High priority","Medium priority","Low priority",NA,"Medium priority","Medium priority","Low priority","Low priority",NA,"High priority","High priority","Medium priority","Medium priority","High priority",NA,"Increase a moderate amount","Increase a large amount","Increase a moderate amount","Increase a small amount","Increase a small amount","Increase a small amount","Increase a small amount",NA,"Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Adapting to Rising Tides",1,NA,NA,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"6: BCDC - Regional Shoreline Adaptation Plan ","Very effective",NA,NA,"Somewhat effective","Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree",NA,NA,"Disagree","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat satisfied","Very satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied","Somewhat satisfied","Very satisfied","Yes ","Railroads (Union Pacific, BNSF)","CalTrans","Refineries ","Allied Waste and other Garbage Companies",""
"16","R_1H5hspMa84U6zgg","A part of my work, with occasional involvement","Luhdorff And Scalmanini Consulting Engineers","ecr","Technical advising/analysis","Water supply","Other",NA,"Rural; Suburban; Urban",5,"Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Moderately concerned","Very concerned","Public health; Agricultural industry; Water supply reliability","Identify how climate change will impact the natural/built environment; Monitor the effects of different adaptation solutions; Analyze and synthesize data to evaluate the adaptation solutions; Engage with groups impacted by adaptation efforts","Publishing reports or other publicly available documents jointly with other organizations","Adaptation is not my organization’s main focus","High priority","High priority","High priority","High priority","High priority","High priority",NA,"High priority","High priority","Medium priority","High priority",NA,"High priority","High priority","High priority","Medium priority",NA,"Medium priority","High priority","High priority","High priority","High priority",NA,"Increase a large amount","Increase a large amount","No increase/Stay the same","No increase/Stay the same","Increase a small amount","No increase/Stay the same","No increase/Stay the same",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","","","",""
"17","R_1HN3pnUrRfo0jcY","A part of my work, with occasional involvement","City Of Folsom","local_gov","Planning and design; Project or program management; Outreach or communication","Waste and stormwater management","County","Sacramento","Suburban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"18","R_1HVm0d6AaBJS2PL","A part of my work, with occasional involvement","California State University Sacramento","ecr","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication; Service provision","Agriculture; Ecosystem management; Environmental justice; Flood management","State",NA,"Rural; Urban",5,"Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Moderately concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Very concerned","Somewhat concerned","Somewhat concerned","Moderately concerned","Very concerned","Agricultural industry; Flood management; Water supply reliability","Identify how climate change will impact the natural/built environment; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Engage with groups impacted by adaptation efforts","Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations","Limited authority; Lack of political leadership; Unequal capacity of partners to participate in collaborative planning","High priority","Medium priority","High priority","Medium priority","High priority","High priority",NA,"High priority","Medium priority","Low priority","Low priority",NA,"Low priority","Low priority","High priority","High priority",NA,"High priority","High priority","High priority","High priority","Medium priority",NA,"Increase a moderate amount","Increase a large amount","Increase a large amount","No increase/Stay the same","Increase a small amount","Increase a large amount","Increase a small amount",NA,NA,"Yes","Yes","Yes","Yes",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,1,2,3,4,NA,NA,NA,5,NA,NA,NA,NA,NA,6,NA,NA,"Very effective","Very effective","Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","","","","",""
"19","R_1HYA2dXGsKs5LZA","A part of my work, with occasional involvement","Unknown_295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"20","R_1HwgLeqHvPMajjN","A part of my work, with occasional involvement","Yolo County","local_gov","Executive management 
(i.e. top management)","Agriculture; Flood management","County","Yolo","Rural",2,"Moderately concerned","Very concerned","Moderately concerned","Very concerned","Moderately concerned","Very concerned","Very concerned","Moderately concerned","Moderately concerned","Very concerned","Moderately concerned","Very concerned","Moderately concerned","Very concerned","Very concerned","Moderately concerned","Public health; Agricultural industry; Flood management","Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Select the best adaptation options to implement; Implement chosen adaptation solutions; Communicate climate risks and adaptation opportunities","Engaging in joint planning with other organizations; Sharing personnel with other organizations","Adaptation is not my organization’s main focus; Limited capacity to acquire funding; Insufficient financial resources","High priority","Medium priority","Low priority","High priority","High priority","High priority",NA,"Medium priority","Medium priority","Medium priority","Low priority",NA,"High priority","High priority","High priority","Medium priority",NA,"High priority","High priority","Medium priority","Medium priority","Medium priority",NA,"Increase a moderate amount","Increase a large amount","Increase a small amount","No increase/Stay the same","Increase a large amount","Increase a small amount","Increase a small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"21","R_1Iitk3NWGXV7svD","A part of my work, with occasional involvement","Sierra Nevada Conservancy","reg_gov","Executive management 
(i.e. top management); Government relations; Outreach or communication","Economic development; Ecosystem management; Water supply","Region","Other region (please specify): Upper watersheds that feed the delta","Rural",NA,"Moderately concerned","Very concerned","Moderately concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Very concerned","Ecosystem health; Biodiversity; Water supply reliability","Identify how climate change will impact the natural/built environment; Develop potential adaptation options; Implement chosen adaptation solutions; Communicate climate risks and adaptation opportunities","; Nothing","Insufficient financial resources","Medium priority","No opinion","High priority","No opinion","High priority","No opinion",NA,"High priority","High priority","Medium priority","Medium priority",NA,"High priority","High priority","Medium priority","Medium priority",NA,"High priority","Medium priority","No opinion","High priority","Medium priority",NA,"No opinion","No opinion","No opinion","No opinion","No opinion","No opinion","No opinion",NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",""
"22","R_1J2hzpx8Bktcwpm","A major aspect of my work for 1-5 years","City Of Sacramento","local_gov","Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Outreach or communication","Economic development; Ecosystem management; Energy; Environmental justice; Public health; Emergency management; Transportation; Community development; Waste and stormwater management; Flood management","Community","Sacramento","Suburban; Urban",2,"Somewhat concerned","Very concerned","Moderately concerned","Somewhat concerned","Somewhat concerned","Very concerned","Very concerned","Somewhat concerned","Moderately concerned","Very concerned","Very concerned","Very concerned","Moderately concerned","Very concerned","Very concerned","Moderately concerned","Energy infrastructure; Environmental justice 
communities; Economic growth","Identify how climate change will impact the natural/built environment; Participate in adaptation “visioning” exercises (e.g., identifying the goals of climate adaptation); Develop potential adaptation options; Analyze adaptation options’ ability to address climate impacts of concern; Select the best adaptation options to implement; Implement chosen adaptation solutions; Monitor the effects of different adaptation solutions; Engage with groups impacted by adaptation efforts; Communicate climate risks and adaptation opportunities","Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited authority; Limited capacity to acquire funding; Insufficient financial resources","High priority","Medium priority","Medium priority","Medium priority","High priority","High priority",NA,"Medium priority","Medium priority","No opinion","High priority",NA,"Medium priority","High priority","Low priority","Low priority",NA,"High priority","High priority","No opinion","Medium priority","Medium priority",NA,"Increase a large amount","Increase a large amount","Increase a moderate amount","Increase a small amount","Increase a small amount","Increase a moderate amount","Increase a moderate amount",NA,"No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No",NA,NA,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat effective",NA,NA,NA,NA,"Very effective","Very effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree",NA,NA,NA,NA,"Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,"Very satisfied","Very satisfied",NA,"I'm not sure","I'm not sure","Very satisfied","I'm not sure","I'm not sure","Very satisfied","I'm not sure","Very satisfied",NA,NA,NA,NA,NA,NA,NA,NA,"Yes ","","","","",""
